nr_pessoa_juridica,status_diferenciada,status_especial,Porte_Grande,Porte_Médio,Porte_Pequeno,cluster
26429588,0,0,0,0,1,3
1622312,0,0,0,0,1,0
11567976,0,0,0,0,1,0
2146072,0,0,0,0,1,0
15732898,0,0,0,0,1,1
11658875,0,0,0,0,1,0
8606174,0,0,0,0,1,2
26711152,0,0,0,0,1,0
27125026,0,0,0,0,1,1
9354654,0,0,0,0,1,2
8121383,0,0,0,0,1,0
5063779,0,0,0,0,1,3
29522162,0,0,0,0,1,3
40803602,0,0,0,0,1,0
14256148,0,0,0,0,1,0
2257560,0,0,0,0,1,0
10383214,0,0,0,0,1,0
36025767,0,0,0,0,1,3
28344758,0,0,0,0,1,0
1684990,0,0,0,0,1,3
23018046,0,0,0,0,1,1
32700307,0,0,0,0,1,3
7125532,0,0,0,0,1,0
6359219,0,0,0,0,1,0
11477486,0,0,0,0,1,0
22241124,0,0,0,0,1,1
17965218,0,0,0,0,1,0
28398676,0,0,0,0,1,1
22765340,0,0,0,0,1,3
8371427,0,0,0,0,1,0
14535533,0,0,0,0,1,0
17533321,0,0,0,0,1,0
14415284,0,0,0,0,1,3
9850142,0,0,0,0,1,0
21064023,0,0,0,0,1,1
15028444,0,0,0,0,1,0
27538239,0,0,0,0,1,3
967350,0,0,0,0,1,3
9752617,0,0,0,0,1,0
7554164,0,0,0,0,1,0
15069241,0,0,0,0,1,0
14857209,0,0,0,0,1,0
16776880,0,0,0,0,1,3
34728251,0,0,0,0,1,3
17400056,0,0,0,0,1,0
7127943,0,0,0,1,0,2
18961167,0,0,0,0,1,0
28887843,0,0,0,0,1,0
9674445,0,0,0,0,1,0
3521595,0,0,0,0,1,0
717898,0,0,0,0,1,0
4153911,0,0,0,0,1,2
17459482,0,0,0,0,1,3
15756143,0,0,0,0,1,3
30169035,0,0,0,0,1,3
37774906,0,0,0,0,1,0
6261300,0,0,0,0,1,0
10812939,0,0,0,0,1,0
32811496,0,0,0,0,1,3
11408292,0,0,0,1,0,2
2034802,0,0,0,0,1,0
17767734,1,0,1,0,0,2
16473501,0,0,0,0,1,1
3503048,0,0,0,0,1,0
4377296,0,0,0,0,1,0
11683749,0,0,0,0,1,3
7949745,0,0,0,0,1,0
14579390,0,0,0,0,1,0
10392033,0,0,0,0,1,0
12820682,0,0,0,0,1,3
114478,0,0,0,0,1,0
38969865,0,0,0,0,1,3
18968841,0,0,0,0,1,0
2434329,0,0,0,0,1,2
9193810,0,0,0,0,1,0
11611373,0,0,0,0,1,0
30117576,0,0,0,0,1,1
1106042,0,0,0,0,1,0
2015932,0,0,0,0,1,0
21201180,0,0,0,0,1,0
10606355,0,0,0,0,1,3
21283166,0,0,0,1,0,2
15417831,0,0,0,0,1,0
28798137,0,0,0,0,1,3
8031541,0,0,0,0,1,2
4236091,0,0,0,0,1,1
16398116,0,0,0,0,1,0
3896059,0,0,0,0,1,0
23384738,0,0,0,0,1,0
8723970,0,0,0,0,1,2
3828700,0,0,0,0,1,2
23119178,0,0,0,0,1,0
20596680,0,0,0,0,1,0
11766691,0,0,0,0,1,3
7969477,1,0,1,0,0,2
11724614,0,0,0,1,0,2
28505828,0,0,0,0,1,1
6490001,0,0,0,0,1,0
27208531,0,0,0,0,1,0
3069076,0,0,0,0,1,0
24685968,0,0,0,0,1,3
8647678,0,0,0,0,1,0
14803459,0,0,0,0,1,0
12308942,0,0,0,0,1,0
25625806,0,0,0,0,1,0
23985327,0,0,0,0,1,0
26619160,0,0,0,0,1,1
10851642,0,0,0,0,1,2
20120511,0,0,0,0,1,0
597462,0,0,0,0,1,1
11516206,0,0,0,0,1,0
7193400,0,0,0,0,1,3
23889612,0,0,0,0,1,1
7658006,0,0,0,0,1,0
1429397,0,0,0,0,1,1
9617667,0,0,0,0,1,3
27458535,0,0,0,0,1,3
8958293,1,0,1,0,0,2
5543883,0,0,0,0,1,0
18813722,0,0,0,0,1,0
21127133,0,0,0,0,1,1
8071830,0,0,0,0,1,0
37828088,0,0,0,0,1,0
9026491,0,0,0,1,0,2
2474023,0,0,0,0,1,0
26956616,0,0,0,0,1,3
23737907,0,0,0,0,1,3
20232911,0,0,0,0,1,0
29926715,0,0,0,0,1,0
10667906,0,0,0,0,1,0
2851537,0,0,0,0,1,0
5583618,0,0,0,0,1,3
12048189,0,0,0,0,1,0
18032579,0,0,0,0,1,0
7696161,0,0,0,0,1,3
12328617,0,0,0,0,1,0
16068108,0,0,0,0,1,0
24344424,0,0,0,0,1,0
29048852,0,0,0,0,1,0
10479947,0,0,0,0,1,0
1845967,0,0,0,0,1,0
19636015,0,0,0,1,0,2
8779271,0,0,0,0,1,0
29024030,0,0,0,0,1,3
27462155,0,0,0,0,1,3
16977088,0,0,0,0,1,0
2140783,0,0,0,0,1,0
4655529,0,0,0,0,1,0
9662749,0,0,0,0,1,2
21935952,0,0,0,0,1,0
2057540,0,0,0,0,1,0
35701633,0,0,0,0,1,0
4424941,0,0,0,0,1,0
2266580,0,0,0,0,1,0
3007003,0,0,0,0,1,0
35674790,0,0,0,0,1,3
8021399,1,0,1,0,0,2
19944383,0,0,0,0,1,3
27976582,0,0,0,0,1,3
12713074,0,0,0,0,1,0
16086060,0,0,0,0,1,0
30209381,0,0,0,0,1,3
3451192,0,0,0,0,1,0
7226538,0,0,0,0,1,0
27804460,0,0,0,0,1,3
34482448,0,0,0,0,1,3
15587051,0,0,0,0,1,0
22271519,0,0,0,0,1,0
678576,0,0,0,0,1,0
24239206,0,0,0,0,1,0
4983577,0,0,0,0,1,2
15633502,0,0,0,0,1,0
11668958,0,0,0,0,1,0
18111601,0,0,0,0,1,1
14258069,0,0,0,0,1,3
9008509,0,0,0,0,1,0
25071905,0,0,0,0,1,0
9677213,0,0,0,0,1,0
21185252,0,0,0,0,1,3
3732147,0,0,0,0,1,3
3203076,0,0,0,0,1,2
22314950,0,0,0,0,1,0
9978857,0,0,0,0,1,0
10596907,0,0,0,0,1,1
22284705,0,0,0,0,1,2
12141555,0,0,0,0,1,0
9392972,0,0,0,0,1,0
2426145,0,0,0,0,1,0
5065579,0,0,0,0,1,0
22661628,0,0,0,0,1,3
578221,0,0,0,0,1,0
38766168,0,0,0,0,1,0
8336728,0,0,0,0,1,0
22119879,0,0,0,0,1,0
11296095,0,0,0,0,1,0
6116202,0,0,0,0,1,3
11391954,0,0,0,0,1,0
6644702,0,0,0,0,1,0
30184674,0,0,0,0,1,0
22741319,0,0,0,0,1,1
7257367,1,1,1,0,0,1
15788164,0,0,0,0,1,1
5465485,0,0,0,0,1,0
11157321,0,0,0,0,1,0
17562955,0,0,0,0,1,2
20116232,0,0,0,0,1,0
18167912,0,0,0,0,1,0
20287622,0,0,0,0,1,0
38182342,0,0,0,0,1,0
3248436,0,0,0,0,1,2
19746182,0,0,0,0,1,3
17318064,0,0,0,0,1,0
26060117,0,0,0,0,1,0
7567268,0,0,0,0,1,0
10611737,0,0,0,0,1,0
8901304,0,0,0,0,1,0
27787523,0,0,0,0,1,1
12416760,0,0,0,0,1,0
5068232,0,0,0,0,1,2
6343062,0,0,0,0,1,0
1274340,0,0,0,0,1,0
4604130,0,0,0,0,1,3
9035274,0,0,0,0,1,3
12007385,0,0,0,0,1,0
19772707,0,0,0,0,1,0
10496337,0,0,0,0,1,0
1465311,0,0,0,0,1,2
12622150,0,0,0,0,1,0
19762284,0,0,0,0,1,0
21395321,0,0,0,0,1,0
18036296,0,0,0,0,1,0
21674632,0,0,0,0,1,3
739754,0,0,0,0,1,0
10454098,0,0,0,0,1,2
28495465,0,0,0,0,1,3
42176378,0,0,0,0,1,0
31649058,0,0,0,0,1,3
9091412,0,0,0,0,1,0
2246112,0,0,0,0,1,1
9680652,0,0,0,0,1,0
9574405,0,0,0,0,1,0
16251370,0,0,0,0,1,3
30064472,0,0,0,0,1,3
19041684,0,0,0,0,1,0
34000587,0,0,0,0,1,3
21713114,0,0,0,0,1,3
1350001,0,0,0,0,1,0
3330382,0,0,0,0,1,3
16537957,0,0,0,0,1,1
15802995,0,0,0,0,1,3
4332673,0,0,0,0,1,0
25604868,0,0,0,0,1,0
15674721,0,0,0,0,1,0
3679843,0,0,0,0,1,3
11811992,0,0,0,0,1,3
6113852,0,0,0,0,1,2
3499440,0,0,0,0,1,1
16638512,0,0,0,0,1,1
17635863,0,0,0,0,1,1
4766010,0,0,0,0,1,1
34956389,0,0,0,0,1,1
37648594,0,0,0,0,1,3
16541327,0,0,0,0,1,2
17995721,0,0,0,0,1,3
18005975,0,0,0,0,1,0
8829584,0,0,0,0,1,0
10294299,0,0,0,0,1,0
18884540,0,0,0,0,1,0
1650381,0,0,0,1,0,2
32734696,0,0,0,0,1,0
17942674,0,0,0,0,1,0
21882020,0,0,0,0,1,1
15670901,0,0,0,0,1,0
20542231,0,0,0,0,1,0
20452131,0,0,0,0,1,3
9124368,0,0,0,0,1,0
17937730,0,0,0,0,1,0
10651974,0,0,0,0,1,0
20205654,0,0,0,0,1,1
11613170,0,0,0,0,1,0
7798205,0,0,0,0,1,3
22539319,0,0,0,0,1,1
7458920,0,0,0,0,1,0
7178268,0,0,0,1,0,2
